"","q_num","status_description","way_forward","file"
"11","2.2c","Status description: Through the Over the Hill Community Development Partnership Initiative, community group leaders advocate for the water-related needs of the urban poor communities. The extent of monitoring for their participation in planning and managing water resources is unclear. We are not aware of participation of vulnerable groups on Family Islands and other communities in New Providence.","Way forward: Persons living in informal communities and urban poor communities need to be more prominent in consultative processes.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.2c","Status description: New question added in 2020 reporting round. No data available from 2017.","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.2c",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.2c","Status description: The definition of vulnerable groups as set out in footnote 25 does not represent to situation in Barbados. There is no specific provision for the participation of vulnerable groups as it relates to availability of water or participation in IWRM. Over 99% of Barbadian home have water in their homes and a series of public stand pipes are across the island. Presently there is no structured mechanism, outside of Town Hall Meetings for the public to participate in the management of Water Resources as a stakeholder. This makes it hard to score this question other than Not Applicable. Although the constitution offers protection against discrimination there is no specific avenues for stakeholder participation.","Way forward: This section would require a definition of Vulnerable groups.","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.2c",NA,NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.2c","Status description: ","Way forward: ","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.2c","Status description: IWRM law states that domestic use supersedes all other uses, thus, domestic use does not require a licence but need to register well/ water usage.Exceptions in the law for paying for water abstraction licenses or volumetric usage for farmers as well as it states that domestic supply of water superceedes all other uses.  E.g. if the country is in an extreme drought situation, water usage can become restricted for commercial purposes but supply of water to residents is the first priority.  When were developing the technical guidelines for the IWRM law, stakeholder engagement included visiting vulnerable groups to get their feedback.","Way forward: ","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.2c","c. Participation des citoyens aux processus nationaux d’élaboration des politiques, de planification et de gestion portant sur les ressources en eau.","Note","Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.2c","Status description: New question added in 2020 reporting round. No data available from 2017.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","2.2c","Descripción de la situación:  Si bien la normativa nacional específica la participación de los grupos vulnerables y la población en general para la GIRH, no se cuenta con procedimientos instaurados que se pongan en práctica a nivel nacional, sin embargo, a nivel de los PDC y proyectos específicos la GIRH se coordina con las instancias y poco a poco se pretende integrar a estos grupos, sin embargo el presupuesto y los recursos humanos son limitados.","Formas de avanzar: Desarrollar mecanismos más factibles e identificar recursos para mejorar la implementación de procesos vigentes y considerar a los grupos vulnerables en la planificación.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
