"","q_num","status_description","way_forward","file"
"11","2.2f","Status description: There are subnational water providers (e.g. Paradise Utilities, Grand Bahama Utilities Company and New Providence Development Company) but they are not all monitored by WSC. Mechanism for the involvement of administrative authorities on the Family Islands also remains unclear.","Way forward: Creation of sub-national committees and/or councils with clear mandates to lead IWRM implementation.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.2f","Status description: Question has been revised in 2020 reporting round to cover all subnational levels. No data available from country from 2017.","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.2f",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.2f","Status description: All IWRM plans are organised and executed at the national level","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.2f","Дальнейшие действия: ","c. Участие уязвимых групп населения в планировании водных ресурсов и управлении ими.","Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.2f","Status description: essential part of the implementation of WFD","Way forward: ","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.2f","Status description: Water resources management is done from central location. No district/administrative state offices have been established.","Way forward: Recommendation is for the decentralization of central government from main location in the country with satellite offices in each administrative district to manage the water resources in that administrative district and be guided by Headquarters.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.2f",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.2f","Status description: Question has been revised in 2020 reporting round to cover all subnational levels. No data available from country from 2017. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","2.2f","Descripción de la situación:  Las autoridades administrativas tienen un mandato explícito para coordinar la implementación de la GIRH de manera estratégica y articulada con los demás actores, establecida en sus PTDI que son articulados al PSDI y PDES. Los GAM con estos documentos tienen la capacidad de conducir la ejecución de los planes, sin embargo, los recursos económicos para ejecutar y evaluar estas acciones son limitados.","Formas de avanzar:  Mejorar la distribución de recursos específicamente para temáticas de gestión de recursos hídricos y las capacidades municipales para identificar intervenciones estratégicas y acciones que contribuyan con el desarrollo del país.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
