"","q_num","status_description","way_forward","file"
"11","2.1c","Status description: Through the University of The Bahamas, water resources management programs have tentatively been established for public education on hydrological issues. The public also has access to all legislation through government websites.","Way forward: In 2017, following the XII Meeting of National Committees and Focal Points of the UNESCO International Hydrological Program for Latin America & the Caribbean (IHP-LAC) in Nassau, Bahamas, the present parties agreed to establish a mechanism at the University of The Bahamas for the National dissemination of hydrological knowledge.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.1c","Status description: ","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.1c","e. Developing IWRM capacity.","Score","Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.1c","Status description: Mainly between Government agencies. Communication and collaboration with the general public is usually on an Ad-hoc basis on issues of national impact on water resource. This is usually through Town Hall Meetings or consultation on specific projects. Here the opinion of the public is taken into account.","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.1c",NA,NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.1c","Status description: WFD compliant","Way forward: tackle COVID 19 restrictions","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.1c","Status description: Annually the National Hydrological Service hosts World Water Day where stakeholders are invited to participate and share knowledge with the general public.","Way forward: Establishment of an educational outreach task force to communicate and consult the public participation. ","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.1c","60",NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.1c","Status description: The NIWRM plan and Wangchhu Basin management plan, 2016 is yet to be implemented. However, during the development of the plan, all relevant stakeholders were involved and high level of public consultation was carried out. WASH cluster meeting held annually. All watershed management plans are developed through community and sectoral consultations. All agriculture infrastructures are planed through community participations.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","2.1c","Descripción de la situación: La participación de la esfera pública (instancias sociales) se han venido articulando sobre todo a nivel de cuencas estratégicas, en el marco del PNC y los Planes Directores de Cuenca, se cuentan con Plataformas Interinstitucionales que identifican como un eje principal a la articulación estratégica entre todos los actores, (sociales, públicos, de investigación) a través de  un mecanismo que facilita la participación de los actores respecto al conocimiento, planificación y gestión del recurso hídrico en torno a la cuenca. Por otro lado, se viene implementando las acciones estratégicas de los Planes Directores de Cuencas a través de la ejecución de los proyectos de GIRH/MIC, que dan lugar a la implementación de acciones en las microcuencas de los Organismos de Gestión de Cuencas (OGC), con la finalidad de fortalecer los niveles de planificación, gestión y sostenibilidad de las acciones realizadas en microcuencas intervenidas. A través de las Plataformas Interinstitucionales de los Planes Directores de Cuenca, se cuenta con la participación de los actores a través de los consejos sociales, consejos técnicos y el directorio.Toda la información de avances se la tiene en plataformas digitales de fácil accesos como ser las páginas del GEOSIRH (http://geo.siarh.gob.bo/) plataforma donde se puede encontrar información geográfica de las cuencas estratégicas y las principales acciones que se vienen realizando, así como estudios base y la BIBLIOTECA DEL AGUA (https://datos.siarh.gob.bo/biblioteca), donde se publican documentos de interés sobre investigaciones, planificación y todas las acciones del PNC.Bajo este contexto se considera que las autoridades administrativas emplean con frecuencia la información, las experiencias y las opiniones de la esfera pública, faltando aun por desarrollar mecanismo que faciliten la participación de las instancias sociales en los procesos de interés sobre políticas, planificación y gestión; por esta razón se ha considerado el desempeño en un procesos medio alto.","Formas de avanzar: Dar continuidad a las acciones que se van realizando para fortalecer a los ejes sociales, buscar modalidades nuevas de fortalecimiento de la OGC para dar continuidad a las acciones e involucramiento de las personas que son parte de estas organizaciones; normar su participación reconociendo su rol. Conformación de la plataforma para la implementación de los PDC y la implementación de sus líneas y acciones estratégica.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
