"","q_num","status_description","way_forward","file"
"11","1.1b","Status description: The recently enacted Environmental Planning & Protection Bill (2019) prioritizes “the integrated protection of the environment of The Bahamas” and “the sustainable management of [The Bahamas’] natural resources,” including surface waters, wetlands and groundwater (s. 6.1-2; p. 11). However, coordinated development and management between all the different stakeholders requires additional, detailed strategic planning and oversight. Very important details on how the laws are to be implemented and enforced are not defined. Water and sanitation are guided by the following: Water Supplies (Out Islands) Act (1953); Out Islands Utilities Act (1965); WSC Act (1976); Environmental Health Services Act (1987); Ministry of Public Works & Utilities; Ministry of Agriculture, Fisheries & Local Government; Public Utilities Commission Act (1993); Environment, Planning & Protection Act (2019).","Way forward: In addition to clearly defining IWRM in legislation, Bahamian lawmakers can also strengthen the legislative functions of the Department of Environmental Planning & Protection (DEPP) for water resources management. Stronger implementation of policies and regulations regarding water pollution (especially in the cruise industry) are also recommended. Lawmakers should also initiate the creation of a water resources life cycle management plan whereby stakeholders (public and private) have shared input and accountability values.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","1.1b","Status description:","Way forward:","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","1.1b","Status description: Bangladesh Water Act 2013, Embankment and Drainage Act, 1952; River Research Institute Act, 1990; National River Protection Commission Act, 2013; Act for Ground Water Management in Agriculture 2018; Water Resources Planning Act, 1992; Bangladesh Water Development Board Act, 2000; Participatory Water Management Rules, 2014; Bangladesh Water Rules, 2018; Bangladesh River Conservation Commission Act, 2013; Bangladesh Environment Conservation Act, 1995 (amended 2010), Environment Conservation Rules, 1997; Environmental Court Act 2010 (Amendment); Draft Forest Act 2019; The Climate Change Trust Act 2010; Fisheries Conservation Act, 1950; Bangladesh Haor and Wetland Development Board Act, 2013; Forest Act, 1927; Groundwater Management Rules 2019; Groundwater Management Act, 2018; Bangladesh Water Resources Development and  Management Act, 2019 (Draft), Bangladesh Water Resources Development and  Management Rules, 2020 (Under Preparation). Water Resources Projects need to be cleared by WARPO as per Bangladesh Water Act 2013 and Bangladesh Water Rules 2018. For environmental clearance, all the projects are submitted to the Department of Environment depending on the necessity as per Act. The concerned department applies the laws for protecting the fisheries, forest and other natural resources.","Way forward: The laws are being implemented in the national and sub-national levels. However, those should be enforced to all.","Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","1.1b","Status description: The BWA Act 1980 and the Groundwater Zoning Policy 1963 (Re-Zoning policy developed but not implemented) encourages cooperation and sets authority and standards for managing water resources through cooperation with other government agencies such as the Environmental Protection Department and Town and Country Planning Department. Updated with 2020 Water protection and Land use Policy","Way forward:  Implementation of the new Water Reuse Policy Barbados Water Authority, Environmental Protection Department, Ministry of Health Agriculture Stakeholders","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","1.1b","Описание текущего положения дел:Принята в 2014 году новая редакция  Водного кодекса Республики Беларусь, которая содержит положения о бассейновом принципе управления водными ресурсами и необходимости разработки и  реализации планов управления речными бассейнами, создания бассейновых советов. Принято Постановление Совета Министров Республики Беларусь о порядке создания и деятельности бассейновых советов.","Дальнейшие действия: ","Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","1.1b","Status description: Part of RBMP of EU WFD","Way forward: drought action plan implemented in Flemish region","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","1.1b","Status description: National Integrated Water Resources Management Act of 2010 was legislated in 2011 and commenced in 2015 to enforce the water policy.  Implementation of the Act remains as best practice guide with no implementation.","Way forward: Discussions to ensue charting the way forward to a phased implementation of the Water Act.  Requires political will for implementation to occur.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","1.1b","État d’avancement : La loi portant gestion de l’Eau en République du Bénin est promulguée en 2010. La loi a fait l’objet de prise de plusieurs décrets et d’arrêtés pour garantir son application et le respect de la législation. On peut citer les 18 décrets d’application qui ont été pris, entre autres, les décrets N°2011-623 DU 29 SEPTEMBRE 2011, fixant la procédure de détermination des limites des dépendances du domaine public de l’eau ; N° 2015-580 DU 18 NOVEMBRE 2015 portant détermination de la nomenclature des installations, ouvrages, travaux et activités soumis à autorisation ou à déclaration ; N° 2015-326 DU 03 JUIN 2015 portant fixation des conditions d'exercice des activités d'exploitation des ouvrages d'eau potable au Bénin ; N° 2015-328 DU 08 JUIN 2015 portant détermination de l'exploitation des ressources en eau en République du Bénin ; N° 2015-292 DU 03 JUIN 2015 portant détermination des bassins et sous bassins hydrographiques et fixation de leurs limites en République du Bénin ;  DECRET N°2011- 67I DU 5 OCTOBRE 20II fixant les procédures de délimitation des périmètres qui sont stratégiques dans la mise en œuvre de la GIRE. ","Perspectives pour l’avenir : Il est actuellement en cours une étude bilan du degré d’application et d’applicabilité de la Loi, financée par le Programme OmiDelta. Les résultats de cette étude qui seront disponible dans les cinq (5) mois à venir serviront de booster la prise des décrets restants et les arrêtés y afférents pour la consolidation de l’arsenal juridique dont nous disposons pour l’implémentation durable de la GIRE.  Le programme OmiDelta devant prendre fin en juin 2021, il urge de conduire cette étude à son aboutissement avant la fin du programme.  ","Benin_651_2020_FR_Final_29.09.2020.docx"
"19","1.1b","Status description: The Water Act of Bhutan, 2011 ensures that the water resources are protected, conserved and/or managed in an economically efficient, socially equitable and environmentally sustainable manner. Based on the Act, prepared Water Regulations in 2014.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","1.1b","Descripción de la situación: La Constitución Política del Estado (CPE) (7 de febrero de 2009), hace alusión a las políticas de Recursos Hídricos y Cuencas en los siguientes artículos: Artículo 298. Parágrafo II. Son competencias exclusivas del nivel central del Estado; numeral 5 5. Régimen general de recursos hídricos y sus servicios.En el Capítulo Quinto Recursos Hídricos, menciona:Artículo 373. Parágrafos I. El agua constituye un derecho fundamentalísimo para la vida, en el marco de la soberanía del pueblo. El Estado promoverá el uso y acceso al agua sobre la base de principios de solidaridad, complementariedad, reciprocidad, equidad, diversidad y sustentabilidad. II. Los recursos hídricos en todos sus estados, superficiales y subterráneos, constituyen recursos finitos, vulnerables, estratégicos y cumplen una función social, cultural y ambiental. Estos recursos no podrán ser objeto de apropiaciones privadas y tanto ellos como sus servicios no serán concesionados y están sujetos a un régimen de licencias, registros y autorizaciones conforme a Ley.Artículo 374. I. El Estado protegerá y garantizará el uso prioritario del agua para la vida. Es deber del Estado gestionar, regular, proteger y planificar el uso adecuado y sustentable de los recursos hídricos, con participación social, garantizando el acceso al agua a todos sus habitantes. La ley establecerá las condiciones y limitaciones de todos los usos. II. El Estado reconocerá, respetará y protegerá los usos y costumbres de las comunidades, de sus autoridades locales y de las organizaciones indígena originario campesinas sobre el derecho, el manejo y la gestión sustentable del agua. III. Las aguas fósiles, glaciales, humedales, subterráneas, minerales, medicinales y otras son prioritarias para el Estado, que deberá garantizar su conservación, protección, preservación, restauración, uso sustentable y gestión integral; son inalienables, inembargables e imprescriptibles.Artículo 375. I. Es deber del Estado desarrollar planes de uso, conservación, manejo y aprovechamiento sustentable de las cuencas hidrográficas. II. El Estado regulará el manejo y gestión sustentable de los recursos hídricos y de las cuencas para riego, seguridad alimentaria y servicios básicos, respetando los usos y costumbres de las comunidades. III. Es deber del Estado realizar los estudios para la identificación de aguas fósiles y su consiguiente protección, manejo y aprovechamiento sustentable.Artículo 376. Los recursos hídricos de los ríos, lagos y lagunas que conforman las cuencas hidrográficas, por su potencialidad, por la variedad de recursos naturales que contienen y por ser parte fundamental de los ecosistemas, se consideran recursos estratégicos para el desarrollo y la soberanía boliviana. El Estado evitará acciones en las nacientes y zonas intermedias de los ríos que ocasionen daños a los ecosistemas o disminuyan los caudales, preservará el estado natural y velará por el desarrollo y bienestar de la población.Artículo 377. I. Todo tratado internacional que suscriba el Estado sobre los recursos hídricos garantizará la soberanía del país y priorizará el interés del Estado. II. El Estado resguardará de forma permanente las aguas fronterizas y transfronterizas, para la conservación de la riqueza hídrica que contribuirá a la integración de los pueblos.Otro instrumento normativo es el Decreto Supremo 29272 de 12 de septiembre de 2007 que pone en vigencia el Plan Nacional de Desarrollo “Bolivia Digna, Soberana, Productiva y Democrática para Vivir Bien” Lineamientos Estratégicos 2006 – 2011, en el mismo se hace mención a la gestión integral de los recursos hídricos en los siguientes acápites:Capítulo II Bolivia Digna, en el acápite referido a los Sectores generadores de activos sociales, hace mención al Agua para la gente y saneamiento en el marco de una gestión integral de los recursos hídricos como propuesta de cambio.Capítulo IV Bolivia Productiva, en el acápite de recursos ambientales, se plantea como políticas y estrategia la gestión integrada de los recursos hídricos.La Ley Marco de Autonomías y Descentralización “Andrés Ibáñez” (Ley 31 del 19 de julio de 2010), en el ámbito de los Recursos Hídricos, dispone la asignación competencial en materia de cuencas y gestión integral de recursos hídricos (Artículo 87 referido a Recursos Naturales).La Ley Marco de la Madre Tierra y Desarrollo Integral para Vivir Bien, en el ámbito específico de los recursos hídricos y la gestión de cuencas, cuenta entre sus orientaciones la de “promover la conservación y protección de las zonas de recarga hídrica, cabeceras de cuenca, franjas de seguridad nacional del país y áreas con alto valor de conservación, en el marco del manejo integral de cuencas” (Art 23, Par. 4).La Ley Nº 786, de 10 de marzo de 2016, pone en vigencia el Plan de Desarrollo Económico y Social en el marco del Desarrollo Integral para Vivir Bien 2016 - 2020 (PDES) del Estado Plurinacional de Bolivia, que se constituye en el marco estratégico y de priorización de Metas, Resultados y Acciones a ser desarrolladas, mismo que se elaboró sobre la base de la Agenda Patriótica 2025 y el Programa de Gobierno 2015 – 2020; que plantea trece Pilares, siendo el pilar 9 el referido a la “Soberanía ambiental con desarrollo integral y respetando los derechos de la Madre Tierra” que tiene como objetivo asegurar el abastecimiento de agua para consumo humano y la producción de alimentos en un contexto de cambio climático. Asimismo, se ve la necesidad de implementar el enfoque de cuencas hidrográficas, para realizar una gestión integral del recurso hídrico que considere la oferta de agua, las alternativas de su aprovechamiento y las externalidades que se generan por su uso.La ley Nº 1333, Ley de Medio Ambiente que tiene como objeto “protección y conservación del medio ambiente y los recursos naturales, regulando las acciones del hombre con relación a la naturaleza y promoviendo el desarrollo sostenible con la finalidad de mejorar la calidad de vida de la población”, esta ley en sus diferentes artículos remarca la importancia optimizar y racionalizar el uso de aguas, aire suelos y otros recursos naturales renovables garantizando su disponibilidad a largo plazo; y enfatiza que es deber del Estado y la sociedad preservar, conservar, restaurar y promover el aprovechamiento de los recursos naturales renovables, entendidos como recursos bióticos, flora y fauna, y los abióticos como el agua, aire y suelo con una dinámica propia que les permite renovarse en el tiempo, asimismo se prevé que el estado promoverá la planificación, el uso y aprovechamiento integral de las aguas, para beneficio de la comunidad nacional, con el propósito de asegurar su disponibilidad permanente, priorizando acciones a fin de garantizar agua de consumo para toda la población (Art. 38) finalmente identifica los delitos los delitos referidos al mal uso y contaminación del agua (art. 105 al 108); reforzada por el Reglamento en Materia de Contaminación Hídrica que determina las categorías de clasificación de fuentes de agua, límites máximos permitidos e identifica las principales medidas de conservación de  recarga de aguas subterráneas con calidad para el consumo humanoToda esta normativa es conocida y aplicada a nivel nacional en los diferentes niveles del estado. ","Formas de avanzar: Se cuenta con normativa base para la implementación de acciones en GIRH, sin embargo, la Ley del Agua data de 1906, por tanto, el desarrollo de una nueva ley podría establecer competencias y responsabilidades más específicas tanto del nivel Central como a nivel de la Entidades Autónomas Territoriales (ETAs), una alternativa que también podrá beneficiar las acciones en la temática es la implementación de leyes específicas de cuencas.  ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
