"","q_num","status_description","way_forward","file"
"11","1.1a","Status description: Critical policy framework exists, but has not been implemented. In 2007, the state water corporation, Water & Sewerage Corporation (WSC) commissioned the creation of an IWRM Plan, which included policy recommendations and objectives for advancing IWRM implementation. However, due to poor coordination and participation, The Bahamas is not succeeding in implementing this effort. Most of the decision-making lies within a single sector and WSC does not have the human or financial capital to move the initiative forward.","Way forward: With the creation of the Department of Environmental Planning & Protection (DEPP), water resource management is supposed to centralized. Presently, responsibility for water resource management is spread across a wide variety of government entities including, but not limited to, WSC, Department of Environmental Health Services (DEHS), and the Ministry of Public Works.  Public education is also needed to increase transparency and accountability.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","1.1a","Status description:","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","1.1a","Status description: National Water Policy (NWPo), 1999; Coastal Zone Policy (CZPo), 2005; National Environmental Policy 2018, National Agriculture Policy, 2013; Integrated Minor Irrigation Policy, 2017; National Forest Policy, 2016, Fisheries Policy, 1998; National Jalmahal Policy, 2009; Industrial Water Use Policy 2019 approved by MoWR; National Agricultural Mechanisation Policy, 2020. More over Draft National Food and Nutrition Security Policy 2020 and Draft of the land Easements Acceptance Act 2020 are also prepared and hosted in the websites by respective Ministries and Divisions for Public Opinion. As per NWPo, Bangladesh Water Development Board (BWDB) will implement all major surface water development projects and other FCDI projects with command area above 1000 hectares. The Local Government will implement FCDI projects having a command area of 1000 hectares or less after identification and appraisal through an interagency Project Appraisal Committee. Accordingly, BWDB under Ministry of Water Resources and Local Government Division implement projects in conformity of NWPo. At the project formulation stage, the implementing agencies review the environmental and other relevant policies to integrate the policy directives for better integration, coordination and sustainability of the environment. Application of policy directives in the planning and implementation of all BWDB’s project.","Way forward: Water related policies of Bangaldesh are sound and they are being implemented by most of the government agencies. The policies need to be used by all of the agencies. Though the policies are available, those should be revisited in every five years to match with the global standard and innovations.","Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","1.1a","Status description: The National Strategic Plan of Barbados 2005-2025 and Sustainable Development Policy 1998 has some elements of IWRM. Policy Framework for Water Resources Development and Management 1997. Revised Physical Development Plan being implemented. Updated with 2020 Water protection and Landuse Policy","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","1.1a","Описание текущего положения дел: В 2011 году принята Водная стратегия Республики Беларусь на период 2020 года, содержащая цель внедрения бассейнового принципа управления водными ресурсами. В 2014 году принята новая редакция Водного кодекса Республики Беларусь. В новом Водном кодексе заложен принцип «комплексного управления водными ресурсами» (статья 3 кодекса); предусмотрено создание бассейновых советов для основных речных бассейнов: Припять, Днепр, Западная Двина, Неман, Западный Буг (статья 19 кодекса), предусмотрена разработка и реализация планов управления речными бассейнами для основных речных бассейнов: Припять, Днепр, Западная Двина, Неман, Западный Буг (статья 15 кодекса).","Дальнейшие действия: Планируется в 2020 году завершить разработку Водной стратегии Республики Беларусь в условиях изменяющегося климата на период до 2020 года и утвердить ее. В 2021 году  планируется завершение разработки Стратегии Республики Беларусь в области водоснабжения и водоотведения на период до 2030 года и утвердить ее.","Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","1.1a","Status description: EU WFD and other water policies fully implemented, including drought management actions and projects","Way forward: next generation RBMPs on time with planning. Further developments of cooperation between regional water managers","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","1.1a","Status description: National Water Policy was developed in 2008 followed by the development of Strategy and Action Plan in 2009. Within the policy, an action is to establish an agency to implement IWRM and as such the National Hydrological Service has taken on that role in the country.  Collaborative mechanisms have been employed since 2013 to gain the feedback of water stakeholders for decision making","Way forward: Planned updating of the Water Policy and development of National Adaptation Plan for the Water Sector. Water policy was built on the IWRM principles.  Water Policy is over 10 years old and needs updating.  The country does not have a NAP for the Water Sector and it is envisioned that with the creation of the NAP, IWRM aspects will be addressed.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","1.1a","État d’avancement : La Politique Nationale en matière de ressources en eau est élaborée en Juillet 2009, la Loi portant gestion de l’eau date de 2010 et le PANGIRE phase 2 est entré en vigueur en 2016. Ces outils servent de base pour les réformes qui interviennent dans la perspective d’une bonne gouvernance de l’eau. On peut mentionner par exemples, l’acquisition des matériels hydrométriques et géophysiques pour une meilleure connaissance des ressources en eau. Le suivi qualitatif et quantitatif des ressources en eaux souterraines et de surface est de plus en plus renforcé. Il y a la promotion de la participation des collectivités territoriales, celle du secteur privé et une participation citoyenne accrue à tous les niveaux de décision. Ces documents ont servi à élaborer les projets phares 42, 43 et 44 du Programme d’action du gouvernement 2016-2021. ","Perspectives pour l’avenir : Evaluation de la Loi portant gestion de l’eau au Bénin, actualisation du BPO du PANGIRE et Evaluation assortie de l’actualisation de la Politique Nationale de l’Eau sont en cours. L’opérationnalisation du Fonds national de l’Eau et l’Agence Nationale des Bassins Hydrographiques est aussi en cours. ","Benin_651_2020_FR_Final_29.09.2020.docx"
"19","1.1a","Status description: Bhutan Water Vision & Policy, 2008. It was used for formulation of the Water Act of Bhutan, 2011 and its Regulations, 2014.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","1.1a","Descripción de la situación: Desde la Gestión 2006 se viene implementando el Plan Nacional de Cuencas (PNC), como Política Pública de Gestión Integrada de Recursos Hídricos y Manejo Integral de Cuencas (GIRH/MIC); siendo una política articuladora con el propósito de desarrollar metodologías participativas e instrumentos de gestión, promover el desarrollo de conocimiento y capacidades, promover estructuras organizativas y sociales de gestión local del agua y fortalecer prácticas y técnicas así como políticas normativas para la gestión integral y social del agua y del medio ambiente en las cuencas del Bolivia; con el objetivo de “Promocionar el fortalecimiento de la gestión integrada de los recursos hídricos y el manejo integrado de cuencas en Bolivia bajo modalidades de participación y autogestión, como sustento del desarrollo humano y ambiental sostenible desde la perspectiva de las culturas y sistemas de vida locales”. Este plan tuvo su primera programación quinquenal entre la gestión 2006 y 2012 formalizando con programaciones quinquenales con metas por gestión formales entre 2013 y 2017 y, posteriormente fue extendida con la Programación Plurianual actualmente vigente que comprende el periodo 2017 al 2020. Bajo este contexto y a medida que se implementa y conoce mejor la política, se han podido lograr los objetivos de manera sistémica (se disponen de informes de respaldo en archivos del Ministerio de Medio Ambiente y Agua), sin embargo, aún se debe seguir dando continuidad al trabajo que se realiza. ","Formas de avanzar: Para dar continuidad a las acciones que se vienen realizando en el marco del PNC, en el presente año 2019 se está trabajando en la evaluación del Programa Plurianual del PNC correspondiente al periodo 2017-2020 y la elaboración de una propuesta de un nuevo Programa Plurianual 2021-2025. ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
