"","q_num","status_description","way_forward","file"
"11","3.1a","Status description: There are no national water monitoring systems. However, as per the US Army Corps of Engineers’ December 2004 report (Water Resources Assessment of The Bahamas), there are recording stations on eight islands to monitor climate conditions under the CPACC (Caribbean Planning for Adaptation to Global Climate Change), but these are insufficient to adequately monitor weather patterns. There is no stakeholder access to information on water availability; access is limited to WSC and other connected entities.","Way forward: Improve monitoring schemes and availability of monitoring systems and the information they collect.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","3.1a","Status description: ","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","3.1a",NA,"Representation: Effective private sector involvement established for water resources development, management and use activities.","Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","3.1a","Status description: Monitoring programmes have been in existence and used since the 1960s such as water levels in aquifers, production and water quality. The information is shared among government stakeholders.","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","3.1a",NA,NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","3.1a","Status description: available on website","Way forward: water availability is covered by the competent authorities and during ‘drought season’ this information is regularly updated and shared with stakeholders and media contacts","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","3.1a","Status description: National Hydrological Service has collected surface water data for 30 years; however, groundwater was and is not being monitored comprehensively – one groundwater station exists in the entire country. Data can be accessed by stakeholders through data request form.","Way forward: Establish a National Groundwater Monitoring Network  with each administrative district having sub network. Requires financing and additional staff.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","3.1a",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","3.1a","Status description: Hydrological observation network covering all major river basins are established and operational 1990. Bhutan has more than 26 years of time series surface hydrological data (water level and flow data) archived in the national hydrological database. There are limited hydrological stations operation on small tributaries and stream. Data are provided to all the users based on request. Currently surface hydrological data are provided free of charges.  Ground water are yet to assessed.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","3.1a","Descripción de la situación:  En la gestión 2017 se publica el Balance hídrico superficial de Bolivia, siguiendo una metodología tradicional con el uso de información satelital para obtener datos climatológicos homogéneos, correlacionándolos con valores observados por el SENAMHI en todo el país, a partir de este, en el marco de los PNC se han ido realizando estudios específicos aplicados a planes directores de cuenca y/o planes de manejo se  ha consolidado y están en gestión, implementación, ejecución o planificación la realización de estudios  de balance hídrico que alimentarán al sistema, teniendo balances en diferentes sectores del país.El sistema de Información de Balances Hídricos (VIBH, http://vibh.mmaya.gob.bo/vibh/database/dashboard), ha sido consolidado como el gestor de información relativa a la información en la temática, con la consecuente sistematización de resultados relativos a los siguientes estudios llevados a cabo en el contexto del PNC:Balance Hídrico Superficial de Bolivia 1980 – 2016 (BHSB), con un reporte de 71 unidad hidrográficas a nivel nacional.Balance Hídrico Superficial del sistema Hídrico TDPS, con 152 unidades hidrográficas de reporte en el contexto del altiplano boliviano, información base a ser utilizada en la Planificación Binacional desarrollado entre el gobierno nacional y el Perú.Balance Hídrico Superficial de la cuenca del rio Ravelo, extendida a la cuenca hidrográfica de Cachimayu, con 9 unidades de reporte en el contexto geográfico de los departamentos de Potosí y Chuquisaca, en el contexto del Plan director a ser implementado en esta cuenca.Balance Hídrico Integrado de la unidad hidrográfica Laguna Colorada, con 9 unidades de reporte y balance de ingresos y salidas para la laguna en sí misma, todo esto en el contexto de la caracterización de cuerpos de agua sensibles, en este caso localizada en la reserva Eduardo Avaroa (Potosí).Balance Hídrico superficial de la cuenca del Rio Azero, con 9 unidades de reporte en el contexto de información necesaria para la implementación del Plan Director de la cuenca.Balance Hídrico superficial de la cuenca del rio Guadalquivir, con 12 cuencas de reporte, trabajada como información base para el desarrollo e implementación del PDC de la cuenca.Asimismo, en la gestión 2019 se concluyeron 12 Planes de Aprovechamiento Hídrico Local que se elaboraron e implementaron, cada plan cuenta con su balance hídrico, estos planes fueron ejecutados por el Programa Mi Riego, en cada estudio además de un diagnóstico e identificación de posibles intervenciones para incrementar las hectáreas bajo riego, se contempló el desarrollo de un balance hídrico y cartografía base, articulando las acciones a través de los Planes Directores de CuencasComo parte de las acciones de adaptación, en el marco del PNC, se han trabajado en los Planes de Gestión Sostenible de Acuíferos (PGSA), planificación que se compone de lineamientos específicos sobre cómo debe ser gestionado ese acuífero en particular, es una normativa específica para el manejo de un único acuífero.  El PGSA se obtiene luego de haber realizado un conjunto de actividades técnicas, sociales que permiten caracterizar el acuífero, obtener el balance hídrico integral (interacción agua superficial y subterránea), un ordenamiento del territorio (para protección de áreas de recarga con vulnerabilidad a la contaminación) que está en la superficie del acuífero hasta obtener un Modelo Conceptual hidrogeológico del mismo de manera que su aprovechamiento sea sostenible para garantizar: el resguardo en calidad y cantidad del acuífero, el abastecimiento principalmente de agua potable, y otras actividades que de ella dependan, Para un mejor desarrollo de estos planes se ha trabajado una guía que es un documento que describe principalmente el procedimiento técnico que se debe seguir para encarar las actividades que involucra la obtención del PGSA de determinado acuífero.  Esta guía vela por el resguardo del acuífero, y será de utilidad para las GAD’s, GAM’s, EPSA’s y demás involucrados, para una buena gestión y protección de sus acuíferos.  La misma se encuentra en proceso de diagramación, para luego ser publicada y difundida por el el MMAyA.Se cuenta con 3 Planes los cuales se encuentran inmersos en las Cuencas Estratégicas: Lago Poopó, Guadalquivir, Rocha, orientados a la obtención del PGSA de diferentes acuíferos.Elaboración del Plan de Gestión Sostenible de Acuíferos (PGSA) en el Municipio de Sacaba, Departamento de Cochabamba” (Consultoría FASE 1).Elaboración del Plan de Gestión Sostenible de Acuíferos (PGSA) en el Municipio de Tarija, Departamento de Tarija” (Consultoría FASE 1).Proyecto Manejo del Sistema Acuífero Challapampa, Paria, Cochiraya.","Formas de avanzar:  Continuar con las acciones del PNC para conocer la disponibilidad del agua a nivel nacional tanto de aguas superficiales y subterráneas. Consolidación de una red de monitoreo de cantidad de agua a nivel nacional. Adicionalmente es importante actualizar la información sobre todo los balances nacionales en periodos mínimos de cinco años.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
