"","q_num","status_description","way_forward","file"
"11","2.2a","Status description: In the islands of The Bahamas, the most important aquifers are on Andros, Grand Bahama, Abaco and New Providence islands. While the nation mostly relies on RO for water supply, the first three represent a significant portion of the nation’s limited freshwater reserves; the fourth supports a sizeable population in the nation’s capital through groundwater abstraction from private wells. WSC-WRMU and UNESCO-IHP continue to coordinate water resources concerns with Utility Firms and/or NGOs on Andros (Andros Conservation), Abaco (Friends of the Environment, UNICEF), Grand Bahama (GB Utilities), and New Providence (BNT, BREEF, ReEarth, TNC). However, the responsibilities are spread over numerous organizations with unclear day-to-day directions. The mandate may exist, but efforts taken are not comprehensive enough to provide any benefit to water resource management.","Way forward: Clearly define roles and assign responsibilities with key deliverables.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.2a","Status description: Bahrain has only one basin which is equivalent to the national level. This specific issue is only practiced at national level, and no relevant subnational division exists.","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.2a",NA,"60","Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.2a","Status description: All IWRM plans are organised and executed at the national level","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.2a",NA,NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.2a","Status description: EU WFD implementation","Way forward: ","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.2a","Status description: One government agency leading IWRM as best practice model. Constraint to decentralize is underpinned by decision to convene Authority or other institutional management structure.  No basin organizations or commissions with responsibilities over IWRM implementation.","Way forward: It is the vision for central government to establish hydrological offices in each administrative district to decentralize basin level management.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.2a",NA,"80","Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.2a","Status description: Wangchhu River Basin Committee was formed in 2016 with clear mandates as per the Water Act of Bhutan, 2011. ","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","2.2a","Descripción de la situación: A nivel de la cuenca se cuenta con un espacio de articulación y concertación interinstitucional e intersectorial a través del cual se implementan las acciones de los Planes Directores de Cuenca, esto es la Plataforma Interinstitucional, la cual está conformada por un directorio (representado por las máximas autoridades del Ministerio, GAM y GAD), consejo técnico y consejo social. Todas las autoridades tienen el mandato explicito para coordinar la implementación de la GIRH y la capacidad para orientar la formulación de un plan para la GIRH, pero aún falta la capacidad de conducir los procesos sobre todo cuando de acuíferos se trata. ","Formas de avanzar: Dar continuidad a los procesos del PGSA y continuidad en los procesos de identificación de acuíferos y la planificación fortaleciendo de esta manera los conocimientos y la importancia del trabajo y planificación. ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
