"","q_num","status_description","way_forward","file"
"11","1.2b","Status description: Because The Bahamas does not have any major surface water bodies, the concept of “basin” plans is not applicable and this response mainly considers groundwater aquifers on individual islands.  There is currently no approved groundwater management plan; however, the nation’s major groundwater reserves are protected indirectly by the Forestry Act.  ","Way forward: The Bahamas continues to conduct detailed groundwater surveys to establish sound management plans to mitigate against identified risks. However, additional stakeholder participation is needed, as The Bahamas is an archipelagic nation. Concerns, while very common, can be specific for each island.  ","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","1.2b","Status description: ","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","1.2b",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","1.2b","Status description: Elements of IWRM are instituted in managing individual aquifers based on their vulnerability and amount of water to the national water budget but is not defined in any plan. Groundwater abstraction Policy being reviewed and updated","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","1.2b","Подготовлены, но не одобрены правительством.",NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","1.2b","Status description: idem","Way forward: idem","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","1.2b","Status description: Lack of data on aquifer characteristics.  Works to determine aquifer characteristics and variability is required.  Lack of financing to execute this activity.","Way forward: Collaborative work amongst Non-governmental organization, academia and governmental department to do a baseline information on aquifers in major watersheds. ","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","1.2b","Elle existe, mais n’est pas basée sur la GIRE.",NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","1.2b","Status description: Bhutan has Five river basins and one river basin management plan (Wangchhu River Basin Management plan) has been completed in 2016. Implementation of the plan is yet to start. In the past there has been many watershed management plans that have been developed and implemented successfully. Currently, Baychhu watershed management plan, 2015 and Kholongchhu sub-basin management plan, 2017 has been completed and yet to be implemented.  7 watershed management plans across all five river basin is being developed by the Watershed Management Division.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","1.2b","Descripción de la situación: En el marco del PNC se están desarrollando acciones referidas al manejo de acuíferos, siendo los acuíferos más documentados los de Pura Purani y Viacha ubicados en el departamento de La Paz. Así mismo, en la última gestión se ha trabajado en una Guía Para la Formulación de Planes de Gestión Sostenible de Acuíferos (Guía PGSA), herramienta que establece el procedimiento para la generación de información requerida para la formulación de los PGSA de acuíferos. Los PGSA, son documentos que se componen de lineamientos específicos sobre cómo debe ser gestionado ese acuífero en particular, es una normativa específica para el manejo de un único acuífero.  Bajo la directriz de dicha guía, actualmente se vienen desarrollando actividades encaminadas a la obtención de los planes de manejo de los acuíferos de Tarija y Sacaba con el apoyo de la Cooperación Internacional del Japón (JICA). Estas acciones en los últimos años han ido mostrando el nivel de importancia, logrando generar Planes de Gestión Sostenible de Acuíferos y las autoridades lo han empezado a utilizar y lo han ido iniciando su ejecución, dado que es un proceso que está en un proceso de implementación se ha optado por darle una ponderación de 50. ","Formas de avanzar: Se cuenta con normativa base para la implementación de acciones en GIRH, sin embargo la Ley del Agua data de 1906, por tanto el desarrollo de una nueva ley podría establecer competencias y responsabilidades más específica tanto del nivel Central como a nivel de las ETA, una alternativa que también  podrá beneficiar las acciones en la temática es la implementación de leyes específicas que cuencas que consideren la planificación y gestión de los acuíferos, dado que hasta la fecha es uno de las áreas más débiles en normativa e investigación.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
