"","q_num","status_description","way_forward","file"
"11","2.1b","Status description: There is some history of cross-sector consultation on water resources policy, planning and management; for example, stakeholders from over 11 government ministries and agencies were consulted during the formulation of the 2007 IWRM plan. More recently, PAHO conducted a multi-stakeholder workshop on the health, water and sanitation components of the Over-the-Hill (OTH) Community Development Partnership Initiative. The Ministry of Public Works, Ministry of the Environment & Housing, Water and Sewerage Corporation (WSC) and stakeholders from other sectors were involved in this workshop. Collaboration between the WSC and OTH Initiative continued after the workshop to mobilize environment wardens to advocate for water conservation, and improvement of waste disposal to avoid contamination of groundwater. Mechanisms for coordination exist, but are utilised infrequently (e.g. in extreme conditions). ","Way forward: Progressive collective action on IWRM implementation requires regular cross-sector engagement and communication. A standardized template of policy design, coordination and implementation can be used to ensure cross-sector coordination.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.1b","Status description: ","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.1b",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.1b","Status description: BWA sits on the National Environment Impact Committee and the Prime Minister’s Office Planning Committee to review any impacts from development on water resources. Other members of the Committee include Ministry of Transport and Works, Ministry of Agriculture, Ministry of Health, Environmental Protection Department. Water Resources Management in Barbados is directed at a national level with The Barbados Water Authority being the agency charged with managing the national water resources. The main stakeholders are government agencies that participate through regulatory and advisory committees some of which are project related or standing committees such as the Environmental Impact Assessment Committee and the Climate Change Committee. ","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.1b",NA,"Основаны на КУВР, одобрены в большинстве юрисдикций и начинают применяться уполномоченными органами в отдельных юрисдикциях.","Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.1b","Status description: all cooperation agreements are in force. Coordination with different sectors is part of the Integrated Water Management Decree ","Way forward: n/a","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.1b","Status description: Water Advisory Council, Water Abstraction Licensing Team, World Water Day Committee.  Council/Team/Committee members are government and non-government stakeholders who participate in advising on water related issues, allocation and public education for water resources management.  Regular meetings for Water Abstraction Team and World Water Day Committee. Reviving the Water Advisory Council to hold at least quarterly meetings.","Way forward: Formalized agreements within the Government needs to established. Non implementation of the Act is constraint.","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.1b",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.1b","Status description: The NIWRM plan, 2016 was developed with guidance from the multi stakeholder technical advisory committee and this plan is yet to implemented. National Water Symposium held annually.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","2.1b","Descripción de la situación: Se tiene una relación intersectorial entre actores gubernamentales destinados a llegar a un consenso sobre decisiones colectivas que afectan a cuestiones y actividades importantes, las principales son: Ministerio de Relaciones Exteriores: a través de la definición de políticas y lineamientos nacionales para la gestión integrada de recursos hídricos; a nivel regional de los proyectos multilaterales como: Proyecto de Gestión Integral del Sistema Hídrico TDPS, Proyecto GEF Suches, Proyecto GEF Cuenca Alta del Río Paraguay – Pantanal, Proyecto de Porte Medio de la Cuenca del Plata, Proyecto GEF Amazonas y otros.Ministerio de Planificación del Desarrollo: Gestión de financiamiento para inversiones del sector a través de la coordinación del seguimiento y evaluación del presupuesto de inversión pública y asesoramiento y ajuste a los instrumentos de planificación del Estado: Plan Sectorial de Desarrollo Integral de Agua y Medio Ambiente, Planes Territoriales de Desarrollo Integral.Ministerio de Minería y Metalurgia: Establecimiento de políticas ambientales orientadas al control de actividades mineras y la recuperación de la calidad hídrica de los cuerpos de agua superficiales del Estado; Asistencia técnica para el establecimiento de proyectos piloto para el tratamiento de aguas ácidas de mina y control de actividades minero-metalúrgicas; Coordinación en temas estratégicos bajo el seguimiento de Contraloría General del Estado: como por ejemplo el Decreto Supremo N° 335/2009 y auditorías ambientales gubernamentales.Ministerio de Desarrollo Rural y Tierra: Coordinación en temas estratégicos bajo el seguimiento de Contraloría General del Estado: Decreto Supremo N° 335/2009 y auditorías ambientales gubernamentales.Ministerio de Gobierno: Respuesta a requerimiento de información a través de Peticiones de Informe Escrito.Ministerio de Educación: Coordinación para el apoyo en la revisión y aprobación de material de las Mesas Educativas. Ministerio de Desarrollo Productivo y Economía Plural: Coordinación e implementación de programas de gestión de la calidad hídrica y producción más limpia en el sector industrial.La relación intersectorial ha permitido que los sectores participen en los procesos relacionado con las políticas, la planificación y la gestión, existiendo algunos acuerdos formales de articulación y consenso sobre las decisiones colectiva y actividades importantes, por esta razón, se ha considerado la ponderación de, existiendo una transición entre medio alto y alto. ","Formas de avanzar: Continuar con los procesos de articulación y trabajo coordinado con la finalidad de un futuro compartir mesas de trabajo para la planificación a nivel nacional y de esta manera generar actividades de gestión que fortalezcan todos los sectores y beneficien a la población en general.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
