"","q_num","status_description","way_forward","file"
"11","2.1e","Status description: As previously mentioned, in 2017, an agreement was made to establish a mechanism for the national dissemination of hydrological knowledge; little has been done to advance this issue. There is limited IWRM capacity in a few institutions, but engagement on the issue is sporadic.","Way forward: Develop long-term programs and research within The University of The Bahamas. Strategies to target appropriate research through calls for proposals from international, regional and national experts are required.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","2.1e","Status description: ","Way forward: ","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","2.1e",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","2.1e","Status description: Long Term Capacity Development is limited to Government agencies. This development is mainly centred around the availability of short-term ad-hoc training opportunities. It is highly dependent on personal initiative.","Way forward: Barrier: More IWRM training targeted at the BWA and Ministry of Agriculture ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","2.1e","Обмен информацией между различными правительствен-ными ведомствами по вопросам политики, планирования и управления не ведется.",NA,"Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","2.1e","Status description: according to EU WFD implementation, but still some research gaps","Way forward: further coordination on research gaps","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","2.1e","Status description: Capacity building plan exists; however, not implemented as desired.","Way forward: ","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","2.1e",NA,NA,"Benin_651_2020_FR_Final_29.09.2020.docx"
"19","2.1e","Status description: Some experience has been gained through the preparation of the NIWRM plan, 2016 however, there is lack of technical capacity and financial resources. The score corresponds to 2.1f question from the 2017 survey.","Way forward: ","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","2.1e","Descripción de la situación: En el marco del PNC los Planes Directores de Cuenca, como parte de las acciones de fortalecimiento institucional y desarrollo de capacidades, se ha establecido un canal de articulación interna que coadyuva con la generación de espacios de capacitación en temáticas identificadas a través de las Plataformas Interinstitucionales de las cuencas, con el involucramiento de los municipios y gobernaciones, como actores institucionales, locales y sociales, con el objetivo de generar conocimientos en el marco de la GIRH y MIC; por otro lado, a través del Índice de Desarrollo de Capacidades, se mide las capacidades de los gobiernos municipales respecto a la gestión de recursos hídricos, se ha podido identificar que algunos GAM tienen capacidad institucional para impulsar en su jurisdicción la gestión hídrico-ambiental, orientada a procesos de descentralización, y para reforzar la calidad de la planificación y gestión territorial.Las iniciativas en actual ejecución de mejorar y coadyuvar en el desarrollo de las capacidades a largo plazo están en un proceso de implementación considerado mediano alto, quedando como tarea la evolución de los resultados y la ampliación de las acciones más allá del área de intervención de los Planes Directores y las acciones en GIRH en actual implementación. ","Formas de avanzar: Dar continuidad a los procesos de formación para el desarrollo de capacidades e impulsar acciones en las ETA para mejorar los procesos de descentralización y reforzar la calidad de la planificación territorial, a través de la elaboración e implementación de un Programa de Fortalecimiento y Desarrollo de Capacidades en las diferentes temáticas relacionada a la GIRH.","Bolivia_651_2020_ES_Final_24.09.2020.docx"
