"","q_num","status_description","way_forward","file"
"11","3.1d","Status description: There is a balance between wetland and groundwater resources, but there are no freshwater surface bodies in The Bahamas. Management of water-related ecosystems is guided by several acts, protocols, plans and policies, including (but not limited to): UNEP Land-Based Sources of Marine Pollution Protocol (2010), Bahamas National Trust Act, Forestry Act, and National Wetlands Policy.","Way forward: Because The Bahamas is an archipelago, national coverage is difficult. There is a need to improve monitoring throughout the country. An established UNESCO-IHP Ecohydrological Site remains under the management of the Exuma Foundation/Recycle Exuma/University of Miami on Great Exuma.","Bahamas_651_2020_EN_Final_18.11.2020.docx"
"12","3.1d","Status description:","Way forward:","Bahrain_651_2020_EN_Final_22.12.2021.docx"
"13","3.1d",NA,NA,"Bangladesh_651_2020_EN_Final_3.11.2020.docx"
"14","3.1d","Status description: Gully ecosystems and remnant mangrove swamps across the island are monitored periodically. There is continuous monitoring of the Greame Hall and Chancery Lane Mangrove swamps. The Ministry of Health conducts a mosquito monitoring for invasive anopheles mosquitoes. Water quality of the Spring systems are also monitored","Way forward: ","Barbados_651_2020_EN_Final_27.10.2020.docx"
"15","3.1d",NA,"Уполномоченные органы существуют и наделены четким мандатом на руководство управлением водными ресурсами. ","Belarus_651_2020_RU_Final_16.07.2020.docx"
"16","3.1d","Status description: fully implementation of EU policy (a.o. WFD)","Way forward:","Belgium_651_2020_EN_Final_1.10.2020.docx"
"17","3.1d","Status description: Legislation of Protected Area (NPAS) and Biodiversity (2015) is used to preserve and conserve water-related ecosystems.  Water Quality Programme and Protocol Document has been developed to guide non government agencies on acceptable methods of water quality testing so that results shared with Government can be trusted and incorporated into database. Consideration to revisit the organization framework of the IWRM Act to find way forward in implementation.","Way forward: ","Belize_651_2020_EN_Final_01.07.2020.docx"
"18","3.1d",NA,"Très faible (0)","Benin_651_2020_FR_Final_29.09.2020.docx"
"19","3.1d","Status description: Forest coverage, protected areas and wetland conservation.  The Constitution of Bhutan requires maintaining a minimum of 60% forest coverage at all times to come. The new Forest and Nature Conservation Rules 2017 prohibits the destruction of wetlands and puts in place a requirement of a clearance process.","Way forward:","Bhutan_651_2020_EN_Final_05.01.2021.docx"
"20","3.1d","Descripción de la situación: El Plan Nacional de Cuencas (PNC) es un instrumento de la Política Sectorial para la gestión del agua y las cuencas y su implementación está a cargo del Viceministerio de Cuencas y Recursos Hídricos desde la gestión 2007. Para cumplir el objetivo de política, el PNC adoptó las estrategias de Manejo Integral de Cuencas (MIC) y de Gestión Integral de Recursos Hídricos (GIRH), combinando la inversión pública a través de proyectos (a través del MIC) con el desarrollo institucional, de capacidades y de políticas públicas requeridas para respaldar la gestión de los recursos hídricos (a través de la GIRH). La ejecución de las inversiones está a cargo de operadores nacionales y subnacionales. En este contexto, se trabajó en el Programa Plurianual de Gestión Integral de Recursos Hídricos y Manejo Integral de Cuencas 2017-2020 (PP), aprobado a través de la Resolución Ministerial N° 470 de 08 de septiembre de 2017, con la finalidad de dar continuidad a la implementación del PNC, fijando metas de contribución directa a los pilares 4, 9 y trasversalmente a los pilares 2 y 6 del PSDI y PDES.Los problemas de la Gestión Integral de Recursos Hídricos y de Manejo Integral de Cuencas, a los que el PP-PNC 2017-2020 responde con políticas de intervención, fortalecimiento institucional y desarrollo de capacidades, son: i) la contaminación de las fuentes de agua; ii) las riadas e inundaciones ocasionadas por fenómenos climáticos extremos; iii) las sequías que ponen en riesgo la seguridad alimentaria y el abastecimiento de centros poblados con los servicios básicos de agua potable; y iv) la deforestación, degradación de suelos y desertificación. Los cuales tienen tendencia a agravarse con prácticas insostenibles de manejo de los recursos naturales a nivel de las cuencas y con el cambio climático.La gestión de los ecosistemas referida a ríos y lagos, se viene abordando desde la generación de información a través de la implementación de sistemas de monitoreo y vigilancia hídrica, la aplicación de instrumentos de gestión como la clasificación de cuerpos de agua y la identificación de medidas orientadas a la conservación de cuerpos de agua y control ambiental de fuentes contaminantes; sin embargo la interrelación de ecosistemas y los instrumentos de gestión aun es limitada.","Formas de avanzar:  Consolidar la red de monitoreo y vigilancia hídrica a nivel nacional. Dar continuidad a los procesos de clasificación de los principales cuerpos de agua del país, como instrumentos de gestión hídrico-ambiental y de esta manera analizar la cobertura de los distintos tipos de ecosistemas que se ofrecen a lo largo y ancho del país. ","Bolivia_651_2020_ES_Final_24.09.2020.docx"
