"","q_num","status_description","way_forward","file"
"46","2.2a","Status description:  At regional level the decision-making bodies are the River Basin Councils and the executive bodies are the River Basin Administration Offices which also serve as the secretariats for the RBCs.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"47","2.2b","Status description: Public is always aimed to get involved through invitations on different meetings and also through the publication of materials on the website.Albania is part of the Aarhus Convention, which was ratified by law nr.8672, date 26.10.2000 The parliament publishes yearly a report for public participation in the activity of permanent committees and parliamentary subcommittees Commission for Production Activities, Trade and Environment is responsible also for the water sector.  In the report for 2018 the Commission has held 6 public hearings with various representatives of the interests groups and has participated in a forum with civil society. In these hearings 34 representatives from civil society, interest groups and experts participated, of which 32 males and 2 females.Also, when conducting ESA and EIA contracted companies are required to organize public consultation meetings and prove it. In the process of drafting strategies, programmes, RBMPs, etc., relevant authorities are required to publish in advance all documents in official websites and organize in a dedicated time frame public consultation meetings. ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"48","2.2c","Status description:Vulnerable groups are included in constitution or high-level law, but no explicit procedures are in place. ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"49","2.2d","Status description: Most of the legislation in Albania addresses gender specific issues and objectives, and the same applies for the water law, water resources strategy and it is an issue that is always addressed in different projects ongoing in the water resources management sector.The Government of Albania has made significant progress in establishing relevant institutional and policy frameworks for achieving gender equality and women's empowerment, in line with international, regional and national standards and obligations for gender equality. There has been progress in the establishment of institutional mechanisms in the field of gender equality, but institutions continue to lack sufficient human and financial resources.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"50","2.2e","Status description: - In 2018 was signed the agreement with Montenegro, on establishing good cooperation in transboundary lever for water resources management.- In 2019 was established the Special Commission on transboundary water administration, chaired by the deputy Minister of the Ministry for EU and Foreign affairs.-Also there has been an enormous work on transboundary water management, through the Drin Corda Project, under the Drin Core Group (Technical Secretariat for the GWP-Med).","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"51","2.2f","Status description: There are 4 river basin administration offices that are depending from WRMA. RBAO VjoseRBAO Shkumbin-SemanRBAO Ishem-Erzen-MatRBAO Drin-Bune","Way forward:  Capacity building need to further be developed on sub-national level","Albania_651_2020_EN_Final_24.09.2020.docx"
"52","3.1a","Status description: There is very limited coverage on monitoring.","Way forward: Through different projects we are aiming on establishing a better and monitoring network.","Albania_651_2020_EN_Final_24.09.2020.docx"
"53","3.1b","Status description: -There is a national Water Cadastre dedicated to data collection and data use on the water sector, but the existing data is very limited.On the other hand, in order to strengthen education and awareness for reducing water use and/or improve water-use efficiency, conservation, etc., River Days are organized in Drin River Basin and Vjosa River Basin periodically. ","Way forward: The WRMA is working on filling the water cadastre with as many information as there is available and also trying to create monitoring systems and network to gather in the future all the data needed for a better functioning water cadastre and  IWRM sector.","Albania_651_2020_EN_Final_24.09.2020.docx"
"54","3.1c","Status description: The National Environmental Agency has a limited monitoring network on pollution. They prepare an annual report on all collected data.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"55","3.1d","Status description: Water quality guidelines, water quality monitoring program conducted by the National Environmental Agency  Economic tool: Decision no. 550, dated 15.7.2020 “On the adoption of application forms for approval, in principle, for the concession of use of water resources, the permit / authorization to use water resources, construction activities on the coast, construction activities  in the bottom of water resources, the discharge of liquids, use and reuse of wastewater, polluted water, associated documents, review and decision-making procedure, permission and authorization formats, of particulate conditions and terms of their validity ”.full transposition under process of the WFD and daughters’ directivesRiver Basin Management plans: 2 approved, 2 under preparation ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"56","3.1e","Status description: National IWRM Strategy and River Basin Management Plans, containing:- Conclusions of the preliminary flood risk assessment & drought risk assessment;- Flood risk maps and flood risk maps;- Objectives aimed at mitigating potentially harmful consequences;Measures to achieve objectives (prevention, protection, preparation);","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"57","3.2a","Status description:     - Implementation of measures against natural disasters in 11% of local government units, where these risks have been identified.. Rapid rehabilitation of damages caused by natural disasters, rapid mobilization of civil emergency teams, reduction of potential damage to LGUs to 5% of previous values.. 2% increase of the annual budget for the population affected by natural disasters.. Increase cooperation and involvement of civil emergency services at national and international level.. Implementation of measures for prevention and mitigation, for reduction by 10% of disasters caused by fire.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"58","3.2b","Status description: Agreement on the use of international waters in cooperation with the ministry responsible for foreign affairs.Monitoring the procedure for issuing permits for water use.Establishment of the National Register of water resources.Development of efficient cooperation and coordination procedures between institutions responsible for water monitoring and useDevelopment of the National Environmental Monitoring Program including basic conditions, effects and impacts on groundwater and surface water.National census for all abstraction points (including wells).","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"59","3.2c","Status description: Article 10 (Agreement between Albania and Montenegro)Monitoring, exchange and analysis of service and informationParties shall ensure proper monitoring to assess the quantity, quality and condition of water.The Parties shall agree on the exchange and purpose of the information required on hydrogeology, water consumption and intake works, mode of operation, plants and status of water works, as well as other necessary information regarding prevention, assessment and disposal of cross-border impacts.In addition to the exchange of data collected in their monitoring networks, the Parties shall present mutually agreed activities, planned for the monitoring of the quantities and / or status of water resources in the territory which is the subject of this Agreement, and to be used for warning in case of dangerous events, as needed.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"60","3.2d","Status description: Article 10 (Agreement between Albania and Montenegro)Monitoring, exchange and analysis of service and informationParties shall ensure proper monitoring to assess the quantity, quality and condition of water.The Parties shall agree on the exchange and purpose of the information required on hydrogeology, water consumption and intake works, mode of operation, plants and status of water works, as well as other necessary information regarding prevention, assessment and disposal of cross-border impacts.In addition to the exchange of data collected in their monitoring networks, the Parties shall present mutually agreed activities, planned for the monitoring of the quantities and / or status of water resources in the territory which is the subject of this Agreement, and to be used for warning in case of dangerous events, as needed.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"61","4.1a","Status description: Measures deriving from the NIWRMS:-Preparation of legal acts and bylaws for water management-Compilation of financial report for revenue collection-Evaluation reports and measures on monitoring the procedure of obtaining permits for users of water resources-National register of water resources permits-Hydrological study on the use of river beds-Preparation of action document for incorporation of EU directives and adaptation of climate change issues-Drafting the Shkumbin River Basin Management Plan-Implementation of preventive and protective measures in environmental areas.-Rehabilitation of buildings damaged by natural causes.-Strengthening cooperation and fulfilling institutional obligations-Drafting a National Disaster Management Plan including:Initial flood risk assessment for each catchment (see below)Water scarcity risk analysis (also related to forest fires) for each catchment; reducing the risk of waterborne diseases; establishment of early warning systems-Drafting and approval of legal and sub-legal acts in fulfilment of the obligations of law no. 111/2012 ""On water resources management"" and in the framework of the approximation of National Legislation with the European one-Establishment, functioning, responsibilities and duties of the special commission for cross-border water management. Organization of working groups and committees meetings to discuss cross-border water responsibilities with riparian countries.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"62","4.1b","Status description: Measures deriving from the NIWRMS:Ensuring public involvement and informed debate (under water governance)Establish cross-sectoral coordination and planningIWRM elements financing is covered partially from the state budget and partially through donors’ contribution (project implementation). ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"63","4.2a","Status description: Implementation of preventive and protective measures in environmental areas.Rehabilitation of infrastructure damaged by natural causes.Development of water cadastre in a GIS system platform. The water cadastre will consist of a database of required Geo-Reference sourcesNational reports on the implementation of international conventions, climate change, etc.Surface water quality monitoring stations ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"64","4.2b","Status descriptionDrafting and implementation of the annual revenue plan by entities that use water resources. Preparation of periodic financial reports by the Directorate of Water Resources Policies regarding the annual realization of revenues according to budget items.Preparation of legal and sub-legal acts for water managementDrafting the financial report for revenue collection","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"65","4.2c","Status description: The object of framework agreement (Albania-Montenegro) is the joint commitment to resolve all issues, including works and activities, as well as the facilitation of cooperation in the field of sustainable transboundary water management, from where both or one of the Parties are interested, due to their impact on changes in the quantity and quality of water.The costs of organizing and holding the session of the Commission for Management of Water Resources, meetings of subcommittees and meetings of experts will be covered by the Party in whose territory the international meeting will take place. The costs of attending the meeting of the Commission and other meetings shall be borne by each Party for its representatives.","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"66","4.2d","Status descriptionMeasures deriving from the NIWRMS:Ensuring public involvement and informed debate (under water governance)Establish cross-sectoral coordination and planningIWRM elements financing is covered partially from the state budget and partially through donors’ contribution (project implementation). ","Way forward: ","Albania_651_2020_EN_Final_24.09.2020.docx"
"67","1.1a","État d’avancement : Par son appartenance géographique à la zone semi-aride et aride, l’Algérie est classée dans la catégorie des pays pauvres en ressources hydriques. Elle subit depuis les années 70 une sécheresse récurrente avec une baisse de précipitations d'environ 10% durant les 20 dernières années, elle dispose donc de ressources en eau limitées, irrégulières et très inégalement réparties.Consciente des défis à relever dans la gestion des ressources en eau et de la nécessité de mettre en œuvre une nouvelle politique dans le  secteur de l’eau, visant un accès de tous à l’eau potable et l’assainissement,  des Assises nationales de l’eau ont été organisées pour la première fois en Algérie en 1995. Celles-ci ont abouti à :un état des lieux et un diagnostic des systèmes de distribution d’eau potable et d’assainissement qui a identifié les raisons des difficultés à assurer pleinement l’accès à l’eau et à l’assainissement des populations ;l’élaboration d’une nouvelle politique qui s'appuie sur 5 principes nouveaux, à savoir l'unité de la ressource, la concertation, l'économie, l'universalité (l'eau affaire de tous les usagers) et l'écologie ; tout en se donnant de nouveaux instruments (code de l'eau, plans directeurs d'aménagement des ressources en eau (PDARE) et plan national de l'eau (PNE), agences de bassin hydrographique…), cette politique de l'eau vise une gestion intégrée, durable et d'envergure nationale et régionale.S’en est suivi une série de réformes qui ont repensé la mobilisation, la gestion et l’utilisation des ressources en eau, en prenant en compte trois points clés : les principes (cadre réglementaire, gestion intégrée, efficience de l’eau agricole, politique tarifaire ), les institutions (création du ministère des Ressources en eau, des agences de bassins hydrographiques et restructuration des agences nationales et régionales ), et identification des priorités (accès à l’eau potable pour toute la population et à l’assainissement quel que soit sa position géographique et sociale).Le passage en revue des cadres juridique et institutionnel fournit une vision synthétique du secteur de l’eau en Algérie et permet d’apprécier les changements intervenus pour répondre aux dysfonctionnements constatés, améliorer l’accès de tous à l’eau et l’assainissement,  poser  les jalons d’une gestion moderne du secteur de l’eau et privilégier une approche intégrée.ces changements consistent en :la mise en place d’un ministère dédié au secteur de l’eau en vue d’assurer une gestion efficiente en 2001 ;la création des agences de bassins hydrographiques pour une gestion intégrée, par région, des ressources en eau nationales basée sur le principe de concertation et de participation de tous les usagers ;la promulgation de la loi relative à l’Eau en 2005, ses 43 textes d’applications et les normes et règlements nécessaires afin d’asseoir un cadre juridique de gestion de l’eau adapté et garantir le droit d’accès à l’eau et l’assainissement. Cette loi donne pour la première fois la possibilité d’effectuer une concession ou une délégation de service public de l’eau à des personnes morales de droit public ou privé ; l’élaboration du Plan national de l’eau pour doter le secteur d’un outil de planification qui vise à garantir le renforcement continu de l’accès à l’eau dans le respect des priorités d’usage et d’équité territoriale ;l’engagement par les pouvoirs publics de programmes d’investissement d’envergure pris en charge globalement par l’Etat pour garantir au mieux et généraliser le droit d’accès à l'eau et à l'assainissement pour satisfaire les besoins fondamentaux de toute la population, aussi bien urbaine que rurale. Cela a conduit à la coexistence d’une gestion du service public de l’alimentation en eau potable et de l’assainissement par des opérateurs publics nationaux, une gestion par des entités mixtes dans le cadre d’un partenariat public/privé, une gestion par des collectivités locales et une autogestion pour certains agglomérations et villages ;la création d’établissements publics à caractère commercial et industriel afin de garantir l’unicité et l’efficacité de gestion des ressources en eau ;le transfert des activités des régies communales et des wilayas des services des eaux vers ces établissement (l’Algérienne des eaux et l’Office national de l’assainissement) pour garantir une meilleure gestion du service public de l’eau et de l’assainissement sur tout le territoire national. Ces réformes se sont traduites par la mise en œuvre de plans d’actions pluriannuels, soutenu par un effort d’investissement important et la réalisation ainsi de grands projets structurants qui ont permis d’enregistrer des améliorations significatives sur les principaux indicateurs de développement humain dans le domaine de l’eau. Cela a permis d’atteindre des taux de raccordement de 98% pour l’eau potable et de 91% pour l’assainissement en 2019, contre 35 % pour l’eau potable et 20 % pour l’assainissement en 1962. Quant à la superficie des périmètres irrigués, elle est passée de     350 000 ha en l’an 2000 à 1 430 000 ha en 2019. Pour une population de 40 millions d’habitants et une superficie de plus de 2 millions de km2, ces efforts ont permis d’atteindre dès 2010, avant l’échéance fixée à 2015, les Objectifs du Millénaire pour le Développement en matière d’alimentation en eau potable et d’assainissement. Enfin, s’agissant du score attribué, il convient de signaler que celui 2017 ne reflète pas d’une manière objective les efforts consentis par l’Algérie an matière de politique nationale liée aux ressources en eau.","Perspectivespour l’avenir : Renforcer le cadre juridique, le dispositif organisationnel et les instruments de planification pour assurer une réalisation efficace de la stratégie de développement sectoriel.","Algeria_651_2020_FR_Final_21.10.2020.docx"
"68","1.1b","État d’avancement : La souscription de l'Algérie aux recommandations de la conférence des Nations Unies sur l’Environnement et le Développement de Rio, tenue en 1992, l'a amenée à initier la révision du Code de l’eau, puis des outils stratégiques d’aménagement du territoire. Dès 1996, l’Ordonnance n°96-13 du 15 juin 1996, modifiant et complétant la loi n° 83-17 du 16 juillet 1983 portant code des eaux, a mis en place une politique nationale orientée vers la préservation qualitative et quantitative de la ressource, la gestion rationnelle et économique planifiée à échelle du bassin versant, et enfin l'association de partenaires publics-privés. La constitution Algérienne de 2016 consacre, à travers son article 19, l'utilisation rationnelle des ressources naturelles ainsi que leur préservation au profit des générations futures et protège également le domaine public hydrauliqueLes principes d’équité et d’universalité de l’accès à l’eau et à l’assainissement sont intégrés dans les différentes politiques du secteur depuis les années 90. Par ailleurs, le principe de développement durable est inscrit dans les principaux textes de loi et instructions concernant l’aménagement du territoire de protection de l’environnement et de gestion et mobilisation des ressources en eau.L’Algérie s’est dotée d’un arsenal juridique pour définir un cadre légal à toutes les interventions susceptibles de porter atteintes à la santé humaine, les ressources en eaux et tous les milieux récepteurs. Les principales législations relatives à l’eau sont contenues dans :La loi n°05-12 du 4 août 2005 relative à l'eau ;La loi n° 83-03 du 05 février 1983 relative à la protection de l'environnement ;La loi n° 03-10 du 19 juillet 2003 relative à la protection de l'environnement dans le cadre du développement durable ;La loi n° 04-20 du 25 décembre 2004 relative à la prévention des risques majeurs, et à la gestion des catastrophes dans le cadre du développement durable ;La loi n° 85-05 du 16 février 1985 relative à la promotion de la santé.Par décret présidentiel n° 80-14 du 26 janvier 1980, l'Algérie a adhéré à la convention pour la protection de la mer méditerranée contre la pollution, adoptée à Barcelone le 16 février 1976. Par décret présidentiel n°04-141 du 28 avril 2004, l’Algérie a ratifié les amendements à cet instrument international. Cette convention vise la réduction de la pollution et la protection du milieu marin dans la mer Méditerranée. La loi n°05-12 relative à l’eau constitue la loi cadre qui régit le secteur des ressources en eau en Algérie. Elle est en vigueur depuis août 2005. La quasi-totalité de ses textes d’application ont été promulgués durant les 5 premières années de sa publication pour assurer sa mise en œuvre. Cette loi consacre un chapitre aux « instruments institutionnels de la gestion intégrée des ressources en eau » (chapitre IV). Elle a défini :Les plans directeurs d’aménagement des ressources en eau (PDARE), qui définissent « les choix stratégiques de mobilisation, d’affectation et d’utilisation des ressources en eau », pour chaque unité hydrographique ;Le Plan national de l’eau qui « définit les objectifs et les priorités nationales en matière de mobilisation, de gestion intégrée, de transfert et d’affectation des ressources en eau », ainsi que « les mesures d’accompagnement d’ordre juridique, économique, financier, réglementaire et organisationnel nécessaires à sa mise en œuvre » ;Le Conseil National Consultatif des Ressources en Eau (CNCRE), en charge « d’examiner les options stratégiques et les instruments de mise en œuvre du plan national de l’eau » ;Les comités de bassin hydrographiques ;Le rôle des Agences de bassins hydrographiques (regroupées à partir de 2011 sous l’autorité de l’Agence Nationale de Gestion Intégrée des Ressources en Eau ou AGIRE) ;La mise en place d’un système de gestion intégré de l’information sur l’eau au niveau de l’administration chargée des ressources en eau.L’Algérie a commencé, début 2020, à réviser sa loi relative à l’eau dans la perspective de consolider et renforcer son cadre juridique national.","Perspectives pour l’avenir : La révision de la loi relative à l’eau, en cours, permettra de consolider et renforcer le cadre juridique relatif à l’eau.","Algeria_651_2020_FR_Final_21.10.2020.docx"
